Teks Berita,Label,Sumber
[SALAH] MK dan DPR Resmi Hentikan MBG,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Saldo OVO Gratis
OVO memang telah mengadakan kuis berhadiah...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Saldo OVO Gratis,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Bantuan Dana Hibah dari MUI
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Bantuan Dana Hibah dari MUI,Hoax,TurnBackHoax
"[SALAH] Puan Maharani Minta Pemerintah Genjot Penarikan...
Faktanya, video tersebut merupakan hasil rekayasa...",Hoax,TurnBackHoax
[SALAH] Puan Maharani Minta Pemerintah Genjot Penarikan...,Hoax,TurnBackHoax
"[SALAH] Singapura Gelap Gulita karena RI Batalkan...
Faktanya, tidak ditemukan pemberitaan kredibel yang...",Hoax,TurnBackHoax
[SALAH] Singapura Gelap Gulita karena RI Batalkan...,Hoax,TurnBackHoax
"[SALAH] Dokumentasi “Serangan Iran ke Kota Haifa,...
Video yang beredar tersebut adalah kebakaran...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi “Serangan Iran ke Kota Haifa,...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi “Serangan Iran ke Fasilitas Militer...
Video yang beredar tidak berhubungan dengan...",Hoax,TurnBackHoax
[SALAH] Dokumentasi “Serangan Iran ke Fasilitas Militer...,Hoax,TurnBackHoax
"[SALAH] Bendera Iran Tidak Dikibarkan di Piala...
Bendera Iran juga ikut dikibarkan dalam...",Hoax,TurnBackHoax
[SALAH] Bendera Iran Tidak Dikibarkan di Piala...,Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Fasilitas Produksi Misil Israel Jadi...
Faktanya, video yang dibagikan adalah video...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Fasilitas Produksi Misil Israel Jadi...",Hoax,TurnBackHoax
"[SALAH] Pemadaman Listrik Global 9 Hari Mulai...
Faktanya, tidak ditemukan prediksi resmi, temuan...",Hoax,TurnBackHoax
[SALAH] Pemadaman Listrik Global 9 Hari Mulai...,Hoax,TurnBackHoax
"[SALAH] KPK Hentikan Penyelidikan Kasus Korupsi MBG...
KPK memang sempat menghentikan sementara penyelidikan...",Hoax,TurnBackHoax
[SALAH] KPK Hentikan Penyelidikan Kasus Korupsi MBG...,Hoax,TurnBackHoax
"[SALAH] Gunung Lawu Bakal Erupsi Besar
Badan Geologi membantah klaim yang beredar...",Hoax,TurnBackHoax
[SALAH] Gunung Lawu Bakal Erupsi Besar,Hoax,TurnBackHoax
"[SALAH] Bakal Ada Pemadaman Listrik Total di...
PLN menegaskan bahwa kabar tersebut tidak...",Hoax,TurnBackHoax
[SALAH] Bakal Ada Pemadaman Listrik Total di...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Adhi Karya
Unggahan berisi video dan narasi “pendaftaran...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Adhi Karya,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Sari Roti
Unggahan berisi tautan dan narasi “pendaftaran...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Sari Roti,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Lowongan Kerja AQUA
Faktanya, tautan tidak mengarah ke laman...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Lowongan Kerja AQUA,Hoax,TurnBackHoax
"[SALAH] Presiden Resmi Bubarkan Bea Cukai
Wacana pembubaran Bea Cukai pernah ada,...",Hoax,TurnBackHoax
[SALAH] Presiden Resmi Bubarkan Bea Cukai,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Lowongan Kerja United Tractors
Tautan pendaftaran tidak mengarah ke laman...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Lowongan Kerja United Tractors,Hoax,TurnBackHoax
"[SALAH] Mahasiswa Unhas Diancam Drop Out Usai...
Pihak Universitas Hasanuddin telah membantah isu...",Hoax,TurnBackHoax
[SALAH] Mahasiswa Unhas Diancam Drop Out Usai...,Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Presiden Erdogan Tidak Mau Bersalaman...
Faktanya, Erdogan menolak bersalaman karena tidak...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Presiden Erdogan Tidak Mau Bersalaman...",Hoax,TurnBackHoax
"[SALAH] Pembelian Pertalite Dibatasi Rp50.000 per Transaksi
Faktanya, Pertamina Patra Niaga menyatakan hingga...",Hoax,TurnBackHoax
[SALAH] Pembelian Pertalite Dibatasi Rp50.000 per Transaksi,Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Jet Tempur AS Serang Situs...
Video yang beredar bukan penyerangan AS...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Jet Tempur AS Serang Situs...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Bansos, Langsung Cair Rp5,4...
Akun Facebook dan tautan yang dibagikan...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Bansos, Langsung Cair Rp5,4...",Hoax,TurnBackHoax
"[SALAH] Virus Hanta Tak Menular Antar-Manusia, Vaksinnya...
Virus Andes merupakan satu-satunya jenis hantavirus...",Hoax,TurnBackHoax
"[SALAH] Virus Hanta Tak Menular Antar-Manusia, Vaksinnya...",Hoax,TurnBackHoax
"[SALAH] Jepang Ajak WNI Pindah Negara, Janji...
Tidak ditemukan informasi atau pernyataan resmi...",Hoax,TurnBackHoax
"[SALAH] Jepang Ajak WNI Pindah Negara, Janji...",Hoax,TurnBackHoax
"[SALAH] Indonesia Tinggalkan US$ untuk Perkuat Rupiah
Video yang beredar tidak memuat pernyataan...",Hoax,TurnBackHoax
[SALAH] Indonesia Tinggalkan US$ untuk Perkuat Rupiah,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran ""Kartu Bantuan BBM Gratis""
Faktanya, tautan pendaftaran tidak mengarah ke...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran ""Kartu Bantuan BBM Gratis""",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Lowongan Kerja Antam
Tautan pendaftaran tidak mengarah ke laman...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Lowongan Kerja Antam,Hoax,TurnBackHoax
"[PENIPUAN] Lowongan Kerja FIFGROUP
Unggahan dan akun berisi tautan “lowongan...",Hoax,TurnBackHoax
[PENIPUAN] Lowongan Kerja FIFGROUP,Hoax,TurnBackHoax
"[PENIPUAN] Pendeta Norman Ambarita Umumkan Bantuan DAP...
Video tersebut merupakan hasil rekayasa AI,...",Hoax,TurnBackHoax
[PENIPUAN] Pendeta Norman Ambarita Umumkan Bantuan DAP...,Hoax,TurnBackHoax
"[PENIPUAN] Lowongan Kerja Bank Mandiri
Unggahan dan akun berisi tautan “lowongan...",Hoax,TurnBackHoax
[PENIPUAN] Lowongan Kerja Bank Mandiri,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Bank BRI...
Tautan pendaftaran tidak mengarah ke laman...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Bank BRI...,Hoax,TurnBackHoax
"[PENIPUAN] WhatsApp Bagi-Bagi Mobil Rayakan HUT ke-18
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[PENIPUAN] WhatsApp Bagi-Bagi Mobil Rayakan HUT ke-18,Hoax,TurnBackHoax
"[SALAH] Singapura akan Kuras Dolar Amerika dari...
Tidak ada informasi maupun pemberitaan kredibel...",Hoax,TurnBackHoax
[SALAH] Singapura akan Kuras Dolar Amerika dari...,Hoax,TurnBackHoax
"[SALAH] Purbaya Alihkan Anggaran MBG untuk Pemberian...
Tidak ada pernyataan resmi dari pemerintah...",Hoax,TurnBackHoax
[SALAH] Purbaya Alihkan Anggaran MBG untuk Pemberian...,Hoax,TurnBackHoax
"[SALAH] Prabowo Melarang Demo Kenaikan Harga BBM
Tidak ditemukan informasi valid atau pemberitaan...",Hoax,TurnBackHoax
[SALAH] Prabowo Melarang Demo Kenaikan Harga BBM,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan JNE
Unggahan berisi video “pendaftaran lowongan JNE”...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan JNE,Hoax,TurnBackHoax
"[SALAH] Indonesia Tolak Permintaan Timor Leste Kembali...
Tidak ada pernyataan valid yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Indonesia Tolak Permintaan Timor Leste Kembali...,Hoax,TurnBackHoax
"[SALAH] Edaran ""Pemberhentian Sementara MBG"" dari BGN
Badan Gizi Nasional (BGN) menyatakan bahwa...",Hoax,TurnBackHoax
"[SALAH] Edaran ""Pemberhentian Sementara MBG"" dari BGN",Hoax,TurnBackHoax
"[SALAH] Eks Waka BGN Sony Sanjaya Sebut...
Tidak ditemukan pernyataan kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Eks Waka BGN Sony Sanjaya Sebut...,Hoax,TurnBackHoax
"[SALAH] Foto ""Korban Hantavirus di Jakarta""
Video tersebut berasal dari video di...",Hoax,TurnBackHoax
"[SALAH] Foto ""Korban Hantavirus di Jakarta""",Hoax,TurnBackHoax
"[SALAH] Imbas Kasus Korupsi BGN, MBG Dihentikan...
Badan Komunikasi Pemerintah RI menegaskan bahwa...",Hoax,TurnBackHoax
"[SALAH] Imbas Kasus Korupsi BGN, MBG Dihentikan...",Hoax,TurnBackHoax
"[SALAH] Penderita Diabetes Tipe 1 dan Tipe...
Faktanya, diabetes tipe 1 terapi insulin...",Hoax,TurnBackHoax
[SALAH] Penderita Diabetes Tipe 1 dan Tipe...,Hoax,TurnBackHoax
"[PENIPUAN] Mahfud MD Bagi-Bagi Hasil Rampasan Aset...
Video tersebut merupakan hasil rekayasa AI,...",Hoax,TurnBackHoax
[PENIPUAN] Mahfud MD Bagi-Bagi Hasil Rampasan Aset...,Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Skala Kehancuran Tel Aviv""
Faktanya, video yang dibagikan adalah kondisi...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Skala Kehancuran Tel Aviv""",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran PPPK Kejaksaan RI 2026
Tautan pendaftaran tidak mengarah ke laman...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran PPPK Kejaksaan RI 2026,Hoax,TurnBackHoax
"[SALAH] Ada Uang Pecahan Rp18.000 Bergambar Prabowo...
Faktanya, foto tersebut merupakan hasil rekayasa...",Hoax,TurnBackHoax
[SALAH] Ada Uang Pecahan Rp18.000 Bergambar Prabowo...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Bank BCA...
Tautan pendaftaran tidak mengarah ke laman...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Bank BCA...,Hoax,TurnBackHoax
"[SALAH] WNI Pemilik SPT di Atas Rp3...
Faktanya, Menkeu Purbaya dan CCP Danantara...",Hoax,TurnBackHoax
[SALAH] WNI Pemilik SPT di Atas Rp3...,Hoax,TurnBackHoax
"[SALAH] Roy Suryo CS Dibebaskan dari Kasus...
Tidak ditemukan informasi valid dari pemberitaan...",Hoax,TurnBackHoax
[SALAH] Roy Suryo CS Dibebaskan dari Kasus...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Perum DAMRI
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Perum DAMRI,Hoax,TurnBackHoax
"[SALAH] Dadan Hindayana Sebut Jokowi Terima Uang...
Faktanya unggahan tersebut merupakan manipulasi dari...",Hoax,TurnBackHoax
[SALAH] Dadan Hindayana Sebut Jokowi Terima Uang...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja BTN
Unggahan berisi foto “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja BTN,Hoax,TurnBackHoax
"[SALAH] Video ""Bom Bunuh Diri di Kantor...
Faktanya, video tersebut merupakan cuplikan film...",Hoax,TurnBackHoax
"[SALAH] Video ""Bom Bunuh Diri di Kantor...",Hoax,TurnBackHoax
"[PENIPUAN] Purbaya: Penerima Bansos Harus Bayar Rp100.000...
Faktanya, audio dalam video tersebut merupakan...",Hoax,TurnBackHoax
[PENIPUAN] Purbaya: Penerima Bansos Harus Bayar Rp100.000...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Pekerjaan Panasonic
Faktanya, tautan tidak mengarah ke laman...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Pekerjaan Panasonic,Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Tentara IDF Terkena Ledakan Ranjau""
Faktanya, video yang dibagikan adalah video...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Tentara IDF Terkena Ledakan Ranjau""",Hoax,TurnBackHoax
"[SALAH] Tanpa Pakai Obat, Memijat Jari Mampu...
Memijat jari tangan dapat menyembuhkan berbagai...",Hoax,TurnBackHoax
"[SALAH] Tanpa Pakai Obat, Memijat Jari Mampu...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Program MBG
Tautan rekrutmen Program Makan Bergizi Gratis...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Program MBG,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Dinas Kesehatan
Faktanya, rekrutmen dilakukan melalui situs resmi...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Dinas Kesehatan,Hoax,TurnBackHoax
"[SALAH] Porsi MBG Bakal Ditambah Jadi Sarapan...
Faktanya, tidak ditemukan informasi kredibel yang...",Hoax,TurnBackHoax
[SALAH] Porsi MBG Bakal Ditambah Jadi Sarapan...,Hoax,TurnBackHoax
"[SALAH] Lepas dari Malaysia, Sabah-Sarawak Resmi Jadi...
Tidak ada pernyataan valid yang membenarkan...",Hoax,TurnBackHoax
"[SALAH] Lepas dari Malaysia, Sabah-Sarawak Resmi Jadi...",Hoax,TurnBackHoax
"[SALAH] Malaysia Kecam Indonesia atas Peledakan Kapal...
Isi video hanya membahas tentang kasus-kasus...",Hoax,TurnBackHoax
[SALAH] Malaysia Kecam Indonesia atas Peledakan Kapal...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Hyundai
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Hyundai,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Dinas Perhubungan
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Dinas Perhubungan,Hoax,TurnBackHoax
"[SALAH] Bahasa Indonesia Jadi Bahasa Resmi Sabah-Sarawak
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Bahasa Indonesia Jadi Bahasa Resmi Sabah-Sarawak,Hoax,TurnBackHoax
"[SALAH] Trump Minta Izin Prabowo Jadikan Selat...
Tidak ada laporan resmi dari pemerintah...",Hoax,TurnBackHoax
[SALAH] Trump Minta Izin Prabowo Jadikan Selat...,Hoax,TurnBackHoax
"[SALAH] Pfizer Rilis Daftar Efek Samping Vaksin...
Faktanya, Pfizer membantah klaim bahwa mereka...",Hoax,TurnBackHoax
[SALAH] Pfizer Rilis Daftar Efek Samping Vaksin...,Hoax,TurnBackHoax
"[SALAH] Kebakaran di Markas Militer Israel karena...
Faktanya, video yang dibagikan adalah video...",Hoax,TurnBackHoax
[SALAH] Kebakaran di Markas Militer Israel karena...,Hoax,TurnBackHoax
"[SALAH] Bandara Kertajati Resmi Jadi Milik Militer...
Tidak ditemukan informasi valid atau pemberitaan...",Hoax,TurnBackHoax
[SALAH] Bandara Kertajati Resmi Jadi Milik Militer...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja di SPBU...
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja di SPBU...,Hoax,TurnBackHoax
"[SALAH] Juni 2026, Mobil di Atas 1.400...
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
"[SALAH] Juni 2026, Mobil di Atas 1.400...",Hoax,TurnBackHoax
"[SALAH] Prabowo: Menjual Hutan Papua Itu Kunci...
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Prabowo: Menjual Hutan Papua Itu Kunci...,Hoax,TurnBackHoax
"[SALAH] Hotman Paris: DPR Bisa Dibubarkan Lewat...
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Hotman Paris: DPR Bisa Dibubarkan Lewat...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Klaim Voucher Cashback dari Shopee
Tidak ditemukan bukti bahwa voucher cashback...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Klaim Voucher Cashback dari Shopee,Hoax,TurnBackHoax
"[SALAH] Tarif Listrik Naik Dua Kali Lipat
Faktanya, PT PLN (Persero) menegaskan bahwa...",Hoax,TurnBackHoax
[SALAH] Tarif Listrik Naik Dua Kali Lipat,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Telkom Indonesia
Unggahan berisi tautan “pendaftaran lowongan Telkom...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Telkom Indonesia,Hoax,TurnBackHoax
"[PENIPUAN] Nomor Kontak untuk Pembelian SIM Card...
Masyarakat Indonesia bisa memesan internet satelit...",Hoax,TurnBackHoax
[PENIPUAN] Nomor Kontak untuk Pembelian SIM Card...,Hoax,TurnBackHoax
"[PENIPUAN] Pendaftaran Undian Berhadiah Bank Bengkulu
Informasi mengenai program undian berhadiah yang...",Hoax,TurnBackHoax
[PENIPUAN] Pendaftaran Undian Berhadiah Bank Bengkulu,Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Israel Dihantam Rudal Khorramshahr""
Faktanya, video yang dibagikan adalah video...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Israel Dihantam Rudal Khorramshahr""",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Gudang Garam
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Gudang Garam,Hoax,TurnBackHoax
"[SALAH] Guru Honorer Dilarang Mengajar di Sekolah...
Tidak terdapat ketentuan dalam surat edaran...",Hoax,TurnBackHoax
[SALAH] Guru Honorer Dilarang Mengajar di Sekolah...,Hoax,TurnBackHoax
"[SALAH] Prabowo Resmi Hapus MBG
Tidak ditemukan informasi valid atau pemberitaan...",Hoax,TurnBackHoax
[SALAH] Prabowo Resmi Hapus MBG,Hoax,TurnBackHoax
"[SALAH] BGN Impor Ratusan Juta Butir Telur...
Tidak ditemukan laporan resmi maupun pemberitaan...",Hoax,TurnBackHoax
[SALAH] BGN Impor Ratusan Juta Butir Telur...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Lowongan Kerja Bank Panin 2026
Unggahan berisi foto “lowongan kerja Bank...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Lowongan Kerja Bank Panin 2026,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Lowongan Kerja Bank Permata 2026
Unggahan berisi foto “lowongan kerja Bank...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Lowongan Kerja Bank Permata 2026,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja PT Pelindo
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja PT Pelindo,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Rekrutmen Sekolah Tani Indonesia
Unggahan berisi tautan “pendaftaran rekrutmen Sekolah...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Rekrutmen Sekolah Tani Indonesia,Hoax,TurnBackHoax
"[PENIPUAN] Purbaya Bagi-Bagi Hasil Rampasan Aset Koruptor
Faktanya, konten yang beredar merupakan hasil...",Hoax,TurnBackHoax
[PENIPUAN] Purbaya Bagi-Bagi Hasil Rampasan Aset Koruptor,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Bank CIMB...
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Bank CIMB...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Bank Mega...
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Bank Mega...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Petrosea
Unggahan berisi foto “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Petrosea,Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Kebakaran di Tel Aviv""
Faktanya, video yang dibagikan adalah peristiwa...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Kebakaran di Tel Aviv""",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja PPSDM Migas
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja PPSDM Migas,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Mayora
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Mayora,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja PT Amman
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja PT Amman,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Roti'O
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Roti'O,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Rekrutmen Pegawai BNI 2026
Unggahan berisi tautan “rekrutmen pegawai BNI...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Rekrutmen Pegawai BNI 2026,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Lowongan Kerja PT Wilmar
Unggahan berisi tautan “lowongan kerja PT...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Lowongan Kerja PT Wilmar,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Bank Sinarmas
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Bank Sinarmas,Hoax,TurnBackHoax
"[SALAH] Foto ""Ratusan Tentara Israel Terbunuh di...
Faktanya, konten yang beredar merupakan hasil...",Hoax,TurnBackHoax
"[SALAH] Foto ""Ratusan Tentara Israel Terbunuh di...",Hoax,TurnBackHoax
"[SALAH] Utang Whoosh Bakal Lunas dalam Dua...
Informasi tersebut keliru karena “dua bulan”...",Hoax,TurnBackHoax
[SALAH] Utang Whoosh Bakal Lunas dalam Dua...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Bantuan Bibit Udang Gratis...
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Bantuan Bibit Udang Gratis...,Hoax,TurnBackHoax
"[SALAH] Hasil Sidang Menyatakan Ijazah Jokowi Terbukti...
Faktanya belum ada pernyataan resmi dari...",Hoax,TurnBackHoax
[SALAH] Hasil Sidang Menyatakan Ijazah Jokowi Terbukti...,Hoax,TurnBackHoax
"[SALAH] Ratusan Purnawirawan Duduki MPR RI, Desak...
Faktanya, tidak ditemukan informasi resmi atau...",Hoax,TurnBackHoax
"[SALAH] Ratusan Purnawirawan Duduki MPR RI, Desak...",Hoax,TurnBackHoax
"[SALAH] Pemerintah Kota Tangerang Selatan Siap Legalkan...
Faktanya, Pemerintah Kota Tangerang Selatan justru...",Hoax,TurnBackHoax
[SALAH] Pemerintah Kota Tangerang Selatan Siap Legalkan...,Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Gencatan Senjata Tipuan, Iran akan...
Faktanya, video yang dibagikan adalah video...",Hoax,TurnBackHoax
"[SALAH] Dokumentasi ""Gencatan Senjata Tipuan, Iran akan...",Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Honda
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Honda,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Bank Syariah Indonesia...
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Bank Syariah Indonesia...,Hoax,TurnBackHoax
"[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Alfamidi
Unggahan berisi tautan “pendaftaran lowongan kerja...",Hoax,TurnBackHoax
[PENIPUAN] Tautan Pendaftaran Lowongan Kerja Alfamidi,Hoax,TurnBackHoax
"[SALAH] Dokumen Kementerian Imigrasi soal Penolakan Warga...
Faktanya, Kementerian Imigrasi dan Pemasyarakatan tidak...",Hoax,TurnBackHoax
[SALAH] Dokumen Kementerian Imigrasi soal Penolakan Warga...,Hoax,TurnBackHoax
"[SALAH] Tautan Pendaftaran Bantuan Modal Usaha dari...
Faktanya audio konten tersebut merupakan hasil...",Hoax,TurnBackHoax
[SALAH] Tautan Pendaftaran Bantuan Modal Usaha dari...,Hoax,TurnBackHoax
"[SALAH] Prabowo Segel Selat Malaka
Faktanya, dalam video yang beredar tersebut...",Hoax,TurnBackHoax
[SALAH] Prabowo Segel Selat Malaka,Hoax,TurnBackHoax
"[SALAH] Pigai: Penculikan WNI oleh Militer Israel...
Tidak ditemukan informasi kredibel yang membenarkan...",Hoax,TurnBackHoax
[SALAH] Pigai: Penculikan WNI oleh Militer Israel...,Hoax,TurnBackHoax
"[PENIPUAN] Purbaya Bagi-Bagi Dana Iduladha
Konten yang beredar adalah hasil rekayasa...",Hoax,TurnBackHoax
[PENIPUAN] Purbaya Bagi-Bagi Dana Iduladha,Hoax,TurnBackHoax
"[SALAH] ASEAN Sebut Indonesia Bakal Bangkrut Tahun...
Tidak ditemukan pernyataan resmi dari ASEAN...",Hoax,TurnBackHoax
[SALAH] ASEAN Sebut Indonesia Bakal Bangkrut Tahun...,Hoax,TurnBackHoax
"[SALAH] Raja Malaysia Melarang Penggunaan Bahasa Indonesia...
Raja Malaysia hanya menekankan rakyatnya agar...",Hoax,TurnBackHoax
[SALAH] Raja Malaysia Melarang Penggunaan Bahasa Indonesia...,Hoax,TurnBackHoax
